,contriblanguage,contribtype,thematicarea,title,author,abstract,keywords,subtitle,num_authors,npages
2155,Spanish,Presentación mural,AE. Astrof\'isica Estelar,Observaciones muy tempranas de supernovas Tipo II,"{'name_000': 'A.', 'surname_000': 'Mendez Llorca', 'name_001': 'G.', 'surname_001': 'Folatelli'}","Los primeros días luego de la explosión de las supernovas (SNs) revelan
información clave sobre la evolución del progenitor. En las SNs Tipo II
(SNs II), las observaciones tempranas ayudaron a descubrir la presencia
de material circumestelar (CSM), que se cree que está posiblemente
presente en todas, con diferentes densidades y extensiones. Una
evidencia de interacción de la explosión con el CSM son las
\textit{“flash features”} (\textit{FF}), líneas en emisión de elementos
altamente ionizados que duran $\lesssim$ 7 días luego de la explosión y
no se observan en todas las SNs II. En este trabajo, en proceso,
estudiamos la fotometría multi-banda (\textit{uBgVri}) de gran precisión
y espectros ópticos de 17 SNs II (6 con \textit{FF}) provistos por el
proyecto POISE (\textit{Precision Observations of Infants Supernova
Explosions}). Las observaciones comienzan antes de los 5 días post-
explosión con gran cobertura en la subida al máximo. El objetivo está en
determinar las diferencias entre las SNs que presentan \textit{FF} con
las que no, mediante las propiedades de las curvas de luz y color, tales
como tiempo de subida al máximo, magnitud máxima y tasa de decaimiento
post-máximo. Mientras que la morfología en las curvas de luz es muy
variada, en las curvas de color hallamos que pasados $\sim$12 días de la
explosión hay cambios en las pendientes. Vemos que en las SNs II sin
\textit{FF} la pendiente aumenta mientras que en las que tienen
\textit{FF} la pendiente continúa constante o disminuye después de esa
época. Además, buscamos inferir la extinción de las galaxias madre
mediante diferentes métodos.","{'key_000': 'supernovae: general', 'key_001': 'techniques: photometric', 'key_002': 'circumstellar matter'}",,4,1
2311,English,Presentación mural,MI. Medio Interestelar,H$_2$ column density in the Small Magellanic Cloud,"{'name_000': 'C.C.', 'surname_000': 'Mendez', 'name_001': 'H.P.', 'surname_001': 'Salda\\~no', 'name_002': 'L.V.', 'surname_002': 'Ferrero', 'name_003': 'M.', 'surname_003': 'Rubio'}","\textcolor{black}{The low metallicity of the Small Magellanic Cloud
(SMC) allows to study the interstellar medium (ISM) in similar
conditions to those in the early Universe. To understand the properties
of the ISM in a younger Universe, it is necessary to analyse the
physical conditions of star formation in low-metallicity environments.
In this contribution, we present the measurement of the H$_2$ column
density at 9 pc resolution in several regions of the SMC. To determine
the H$_2$ column density, we used the recent CO survey in the SMC-Bar in
the $J=2-1$ and $J=3-2$ transitions, and local thermodynamic equilibrium
condition. \textcolor{black}{We compared this surface density with dust-
based measures such as the total gas surface density and temperature
found them in the literature.} We also used star-formation tracers as
Far-IR colors and H$\alpha$ surveys to analyze the environment
dependence of the ISM. } \vspace{0.5cm}","{'key_000': 'galaxies: individual (SMC)', 'key_001': 'galaxies: dwarf', 'key_002': 'galaxies: ISM', 'key_003': 'galaxies: star formation'}",,8,1
2297,English,Presentación mural,AE. Astrof\'isica Estelar,Modeling tracers of circumstellar environments around B[e] stars,"{'name_000': 'L.V.', 'surname_000': 'Mercanti', 'name_001': 'A.F.', 'surname_001': 'Torres', 'name_002': 'L.S.', 'surname_002': 'Cidale', 'name_003': 'M.', 'surname_003': 'Kraus'}","Forbidden emission lines are one of the most distinctive features
observed in the hybrid spectra of stars showing the B[e] phenomenon.
Their study provides valuable information about the circumstellar
material that surrounds these peculiar objects. They can trace different
regions of the envelope depending on the atom and transitions chosen.
Modeling these lines and confronting them with the observed ones gives
hints about the temperature and density distributions of the line-
formation regions as well as the predominant kinematics. In this work,
we propose to model [Ca II] and [Fe II] emission lines and describe the
circumstellar environment as the combination of a radiation-driven wind
and a Keplerian rotating disk.","{'key_000': 'circumstellar matter', 'key_001': 'stars: massive', 'key_002': 'stars: early-type'}",,8,1
2212,Spanish,Presentación mural,ICSA. Instrumentaci\'on y Caracterizaci\'on de Sitios Astron\'omicos,Estudio de los saltos de flujo en las cadenas de datos del telescopio QUBIC,"{'name_000': 'L.', 'surname_000': 'Merlo Azzolina', 'name_001': 'M.B.', 'surname_001': 'Costanza', 'name_002': 'C.G.', 'surname_002': ""Sc\\'occola""}","El telescopio QUBIC, instalado en Salta, Argentina, está diseñado para
observar la polarización del Fondo Cósmico de Radiación, con el objetivo
de medir los modos B primordiales, producidos durante Inflación. Siendo
un telescopio de infraestructura única, la calibración y el análisis de
datos resultan específicos para este instrumento, y deben ser
desarrollados exclusivamente para el mismo. Uno de los primeros
procesamientos que debe hacerse a los datos crudos durante la
calibración, es la corrección por saltos de flujo, producidos por la
electrónica del sistema de lectura de los detectores. Para esto, estamos
diseñando un algoritmo para la detección automática y posterior
corrección de los saltos de flujos observados en los datos de las
campañas de prueba y comisionado del instrumento en el sitio. En esta
contribución, se presentan resultados de la aplicación sistemática del
algoritmo en distintos conjuntos de datos, y los distintos saltos
observados. Se discuten criterios para determinar si el conjunto de
datos debe ser descartado, o si puede corregirse y utilizarse para la
creación de mapas y los análisis posteriores con los mismos.","{'key_000': 'cosmic background radiation', 'key_001': 'cosmology: observations', 'key_002': 'instrumentation: detectors'}",,6,1
2200,Spanish,Presentación mural,O. Otros,"Campa\~nas, resultados y vivencias de observaci\'on de eclipses solares realizados por dos observatorios argentinos","{'name_000': 'D.C.', 'surname_000': 'Merlo', 'name_001': 'J.N.', 'surname_001': 'Balbi'}","En la antigüedad, los eclipses eran fenómenos astronómicos envueltos en
misterio y temor, a menudo asociados con presagios de malos augurios o
la ira de los dioses. Con el avance del conocimiento científico, se los
entienden como eventos naturales predecibles, resultado de alineaciones
específicas, y se los estudian y observan destacando su valor
científico, educativo y cultural. En este trabajo se presentan
investigaciones históricas realizadas por los Museos de los
Observatorios Astronómicos de Córdoba y de San Miguel, relacionadas a
las diversas campañas de observación de eclipses solares realizadas por
estas instituciones, resaltando sus objetivos, vicisitudes, vivencias y
resultados obtenidos. Entre ellos se destacan los primeros intentos de
verificación de la Teoría de la Relatividad realizadas por el
Observatorio de Córdoba en el periodo 1912-1916, los cuales, si bien no
fueron exitosos, le permitieron a la Institución diseñar estrategias y
metodologías de trabajo novedosas. También exponemos el caso del eclipse
solar de 1958, a partir de seis placas obtenidas por el Observatorio de
San Miguel, las cuales fueron restauradas y recuperadas, y permiten
apreciar las distintas fases del mismo. Asimismo, se relatan anécdotas y
aspectos poco conocidos que forman parte de la historia escrita y oral
de ambas instituciones, y que constituye parte del patrimonio inmaterial
de las mismas.","{'key_000': 'history and philosophy of astronomy', 'key_001': 'eclipses', 'key_002': 'Sun: general'}",,4,1
2104,Spanish,Presentación mural,AE. Astrof\'isica Estelar,An\'alisis espectrofotom\'etrico del sistema binario HD~93130,"{'name_000': 'M.A.', 'surname_000': 'Milicich', 'name_001': 'R.C.', 'surname_001': 'Gamen'}","La masa es uno de los parámetros fundamentales de las estrellas y es de
los más dificultosos de determinar; en este caso nos proponemos trabajar
con el sistema binario masivo HD 93130, el cual hemos analizado
espectroscópica y fotométricamente.~Al ser un sistema espectroscópico de
doble línea, medimos velocidades radiales de la línea He\textsc{i}
$\lambda 5876$, para representar el movimiento de la secundaria y las
líneas He\textsc{ii} $\lambda 4542$ y He\textsc{ii} $\lambda 5412$, para
la primaria.~Realizamos las mediciones sobre un total de 38 espectros
obtenidos en los observatorios de CASLEO, Argentina, Las Campanas y La
Silla, Chile.~Con las velocidades radiales medidas obtuvimos un período
y ajustamos un modelo de órbita.~Dado que es un sistema eclipsante
conocido generamos la curva de luz con los datos obtenidos de la misión
TESS.~Con ambos conjuntos de datos, espectroscópicos y fotométricos,
ajustamos un modelo de binaria y determinamos las masas absolutas de
ambas componentes.","{'key_000': 'binaries: eclipsing', 'key_001': 'binaries: spectroscopic', 'key_002': 'stars: fundamental parameters', 'key_003': 'stars: massive'}",,4,1
2304,Spanish,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energ\'ias,Inserci\'on y extracci\'on de eventos de microlentes en im\'agenes simuladas de Rubin LSST,"{'name_000': 'K.', 'surname_000': 'Nowogrodzki', 'name_001': 'A.', 'surname_001': 'Varela', 'name_002': 'M.', 'surname_002': 'Makler', 'name_003': 'S.', 'surname_003': 'Khakpash', 'name_004': 'M.', 'surname_004': 'Hundertmark', 'name_005': 'R.', 'surname_005': 'Street', 'name_006': 'K.', 'surname_006': ""Kruszy\\'nska"", 'name_007': 'E.', 'surname_007': 'Bachelet', 'name_008': '', 'surname_008': '', 'name_009': 'D.', 'surname_009': 'Godines'}","El Vera Rubin Observatory llevará a cabo el Legacy Survey of Space and
Time (LSST), un proyecto que obtendrá imágenes con una combinación sin
precedentes de área, cadencia y profundidad, abriendo nuevas puertas a
estúdios astrofísicos y, especialmente, al estudio de eventos
transientes. En particular, la cantidad de eventos de microlentes
conocidos aumentará subtancialmente, permitiendo obtener nuevos límites
sobre la distribución y naturaleza de la materia oscura. Como
preparación para los datos de LSST se han llevado a cabo simulaciones
realistas de imágenes, conformando el {\it Data Preview 0} (DP0), pero
estas no incluyen el fenómeno de microlensing. En este trabajo
inyectamos variabilidades de microlentes en las imágenes de DP0 y
buscamos extraer las curvas de luz con el pipeline del LSST. A partir de
ellas cuantificaremos las restricciones en los parámetros de los eventos
que se espera obtener con LSST. Además, estas curvas de luz extraídas,
que poseen las propiedades características del LSST (cadencia, errores,
etc.), pueden ser usadas para poner a prueba distintos sistemas de
clasificación de variabilidades. En particular, se probará un
clasificador de aprendizaje automatico desarrollado con MicroLIA
%(software optimizado para la clasificación de microlentes mediante
modelos de aprendizaje automático) entrenado con curvas de luz del
desafío ELAsTiCC.","{'key_000': 'Microlentes', 'key_001': ""Simulaci\\'on"", 'key_002': 'LSST', 'key_003': ""Cooperaci\\'on internacional""}",,20,1
2305,Spanish,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energ\'ias,Seguimiento de eventos de microlentes en CASLEO,"{'name_000': 'K.', 'surname_000': 'Nowogrodzki', 'name_001': 'M.', 'surname_001': 'Makler', 'name_002': 'L.', 'surname_002': 'Mammana', 'name_003': 'D.', 'surname_003': 'Mast', 'name_004': 'A.', 'surname_004': 'Varela', 'name_005': 'R.', 'surname_005': 'Street', 'name_006': 'M.', 'surname_006': ""Dom{\\'\\i}nguez Romero"", 'name_007': 'A.P.', 'surname_007': 'Buccino', 'name_008': 'G.J.M.', 'surname_008': 'Luna'}","Las microlentes ocurren cuando objetos compactos como estrellas,
planetas o agujeros negros actúan como lentes gravitacionales entre una
fuente luminosa y un observador, causando variaciones temporales en la
magnificación, observables a partir de las curvas de luz de las fuentes.
Estos eventos son esenciales para estudiar la distribución de objetos
compactos, detectar exoplanetas y sondear la posible materia oscura en
forma de objetos compactos. Para detectarlos se requieren relevamientos
que cubran grandes áreas del cielo, pero un alta cadencia es necesaria
para poder caracterizar sus curvas de luz, dado que las escalas
temporales varían desde horas para eventos planetarios hasta años para
lentes muy masivas. Obtener espectros de las fuentes también es crucial
para determinar sus propiedades físicas y distancias. La coordinación
entre telescopios es entonces fundamental para el seguimiento efectivo
de estos eventos. En 2024, iniciamos una campaña en el Complejo
Astronómico CASLEO para obtener curvas de luz con el telescopio HSH y
espectros en momentos de máxima magnificación con el telescopio JS. La
selección de objetos se realiza mediante la plataforma Microlensing
Observing Platform, parte de la red Omega, un esfuerzo global para
optimizar la identificación y seguimiento de microlentes. El proyecto
también sirve como preparación para el uso de alertas del observatorio
Rubin, que permitirá realizar un censo más completo de eventos de
microlentes en el cielo.","{'key_000': 'Microlentes', 'key_001': 'Follow up', 'key_002': 'CASLEO', 'key_003': ""Cooperaci\\'on internacional""}",,18,1
2240,Spanish,Presentación mural,SH. Sol y Heliosfera,Reconstruyendo la velocidad 3D del viento solar en la corona intermedia con el coron\'ografo Metis,"{'name_000': 'F.A.', 'surname_000': 'Nuevo', 'name_001': 'A.M.', 'surname_001': ""V\\'asquez"", 'name_002': 'F.', 'surname_002': 'Frassati', 'name_003': 'A.', 'surname_003': 'Bemporad', 'name_004': 'R.A.', 'surname_004': 'Frazin', 'name_005': 'M.', 'surname_005': 'Romoli', 'name_006': 'N.', 'surname_006': 'Sachdeva', 'name_007': 'W.', 'surname_007': 'Manchester IV'}","El avance del conocimiento de los procesos físicos responsables del
calentamiento y aceleración del viento solar requiere información
tridimensional (3D) de la estructura termodinámica de la corona. En esta
dirección la técnica de tomografía solar rotacional (SRT, por sus siglas
en inglés), utiliza secuencias temporales de imágenes coronales en luz
blanca y extremo ultravioleta para determinar la distribución 3D de la
densidad y temperatura electrónicas. Recientemente, El coronógrafo Metis
a bordo de la misión {\sl Solar Orbiter} registra, por primera vez,
imágenes en luz blanca y Lyman-$\alpha$ de forma simultánea. La
aplicación de SRT a las mismas permitirá la reconstrucción 3D del
denominado \emph{término de atenuamiento Doppler} Ly-$\alpha$. Este es
un diagnóstico indirecto de la velocidad de la viento solar. Su
reconstrucción 3D, sumado a modelos del campo magnético y temperatura
coronales, permite obtener la distribución 3D de la rapidez del viento
solar.","{'key_000': 'Sun: corona', 'key_001': 'Sun: Models', 'key_002': 'Solar Cycle'}",,16,1
2092,English,Presentación mural,AEC. Astrof\'isica Extragal\'actica y Cosmolog\'ia,The rise and fall of radio-luminous merger shocks from a large sample of galaxy cluster simulations,"{'name_000': 'S.E.', 'surname_000': '~Nuza'}","The formation of merger shocks is a natural consequence of the
hierarchical nature of structure formation. As time elapses cosmic
structures grow in mass and size via mergers and through the continuous
accretion of material onto the potential wells of dark matter haloes. In
particular, some dynamically-perturbed galaxy clusters exhibit
spectacular non-thermal radio features known as {\it radio relics} that
are believed to trace the existence of cluster merger shocks at
different stages of evolution. These radio shocks are thought to be
illuminated by the acceleration of cosmic ray electrons in the presence
of intracluster magnetic fields. In this contribution, we analyse a
large sample of hydrodynamical, cosmological re-simulations of merging
galaxy clusters belonging to {\sc The Three Hundred Project} to study
the median evolution of radio relics as a function of cluster mass and
redshift. This synthetic cluster merger sample enables us to compute in
detail the luminosity output of radio shocks from their onset at core-
passage to demise, tracing them back to the hydrodynamical shocks
identified in the simulations in order to shed light on their formation
and evolution.","{'key_000': 'galaxies: clusters: intracluster medium', 'key_001': 'shock waves', 'key_002': 'radiation mechanisms: non-thermal'}",,2,1
2139,English,Presentación mural,O. Otros,Revisiting astrophysical bounds on continuous spontaneous localization models,"{'name_000': 'M.M.', 'surname_000': 'Ocampo', 'name_001': 'M.M.', 'surname_001': 'Miller Bertolami', 'name_002': 'G.', 'surname_002': ""Le\\'on""}","Among the open problems in fundamental physics, few are as conceptually
significant as the measurement problem in Quantum Mechanics. One of the
proposed solutions to this problem is the Continuous Spontaneous
Localization (CSL) model, which introduces a non-linear and stochastic
modification of the Schrödinger equation. This model incorporates two
parameters that can be subjected to experimental constraints. One of the
most notable consequences of this theory is the spontaneous heating of
massive objects; this anomalous heating is dependent on the CSL
parameters. In this work, we will revisit some astrophysical bounds
previously found, and introduce new methods for testing the spontaneous
heating in a variety of compact objects. Finally, we will compare our
different bounds and discuss the benefits and shortcomings of each one.","{'key_000': 'atomic processes', 'key_001': 'planets and satellites: physical evolution', 'key_002': 'white dwarfs'}",,6,1
2229,English,Presentación mural,AE. Astrof\'isica Estelar,SN2023ixf: lessons from a nearby supernova,"{'name_000': 'M.', 'surname_000': 'Orellana', 'name_001': 'M.C.', 'surname_001': 'Bersten', 'name_002': 'G.', 'surname_002': 'Folatelli', 'name_003': 'M.P.', 'surname_003': 'Piccirilli', 'name_004': 'T.', 'surname_004': 'Regna', 'name_005': 'L.M.', 'surname_005': ""Rom\\'an~Aguilar"", 'name_006': 'K.', 'surname_006': 'Ertini', 'name_007': 'A.', 'surname_007': ""M\\'endez""}","Theoretical supernovae light curves have shown to be sensitive to the
physics of the exploding star, its late mass loss history, explosion
energetics, and other well established facts, though, constraining
parameters is an often challenging endeavor. We have used 1D
hydrodynamical simulations to study a rich data set that collects
photometric data of one of the nearest Type II supernovae discovered in
recent decades: SN2023ixf in Messier 101. Due to its proximity, it has
attracted the attention of the entire community and it triggered
extensive observations by professional and amateur astronomers alike.
Recently we published the calculation of the bolometric luminosity in
two separated steps: a model for the first 19 days was depicted using
the early light curve and data of the expansion velocities. The
interaction between the ejecta and circumstellar material is crucial at
these early phases. We then incorporated a total of 100 days of
observations and the model did still reproduce the overall shape of the
light curve. Including the new information the allowed us to infer the
radioactive yield. Here we summarize our main results on this supernova
and provide a more general context by comparing our results with other
studies.","{'key_000': 'supernovae: general', 'key_001': 'circumstellar matter', 'key_002': 'supernovae: individual (SN2023ixf)'}",,16,1
2236,Spanish,Presentación mural,AE. Astrof\'isica Estelar,Aplicaci\'on de t\'ecnicas de aprendizaje autom\'atico para el an\'alisis de curvas de luz infrarrojas de estrellas de carbono,"{'name_000': 'N.', 'surname_000': 'Ottero', 'name_001': 'D.C.', 'surname_001': 'Merlo'}","Las estrellas de carbono son estrellas evolucionadas caracterizadas por
su inusual abundancia de carbono en sus atmósferas y su variabilidad
debido a pulsaciones radiales y no radiales en sus capas externas, las
cuales afectan tanto a sus distribuciones de temperatura como de
opacidad. El estudio de la variabilidad en el rango infrarrojo de estos
objetos es importante ya que se logra penetrar las densas capas de polvo
que rodean a las mismas, proporcionando información crucial sobre su
estructura y evolución. Eligiendo fuentes identificadas del relevamiento
VVV, se procedió a analizar y predecir la curva de luz de estos objeto
implementándose dos enfoques principales de \textit{machine learning}:
\textit{Gaussian Processes} y \textit{Random Forest Regression}. El
primero fue utilizado para modelar la variabilidad de la estrella debido
a su capacidad para manejar datos con incertidumbre y proporcionar
predicciones suaves con intervalos de confianza. Posteriormente se
aplicó el segundo enfoque, el cual utiliza una combinación de múltiples
árboles de decisión, para proporcionar predicciones robustas. Ambos
modelos fueron evaluados con y sin técnicas de \textit{bootstrapping}
para generar predicciones más confiables y se los compararon utilizando
métricas de error. De ello el mejor modelo resultó ser el \textit{Random
Forest Regression} sin \textit{bootstrapping}, debido a los menores
valores en los errores absoluto medio y cuadrático medio, lo que indica
que sus valores se encuentran más próximos a los observados en
comparación con los otros modelos evaluados.","{'key_000': 'infrared: stars', 'key_001': 'stars: variables: general', 'key_002': 'methods: numerical'}",,4,1
2303,Spanish,Presentación mural,AE. Astrof\'isica Estelar,Una nueva ley de p\'erdida de masa para estrellas O y B,"{'name_000': 'J.A.', 'surname_000': 'Panei', 'name_001': 'F.I.', 'surname_001': 'Figueroa-Tapia', 'name_002': 'M.', 'surname_002': ""Cur\\'e"", 'name_003': 'I.', 'surname_003': 'Araya', 'name_004': 'L.S.', 'surname_004': 'Cidale', 'name_005': 'R.O.J.', 'surname_005': 'Venero', 'name_006': 'A.C.', 'surname_006': 'Gormaz-Matamala'}","Presentamos una nueva ley de p\'erdida de masa para estrellas O y B
tempranas. Para tal fin hemos desarrollado un nuevo c\'odigo en paralelo
en lenguaje {\tt Fortran2008}, con el fin de determinar la tasa de
p\'erdida de masa para el viento estelar de estrellas de tipo espectral
O y B. Dicho programa es combinado c{\'\i}clicamente con el c\'odigo
{\tt HydWind} para obtener los par\'ametros del viento. Implementamos
nuestra tasa de p\'erdida de masa en el c\'odigo de Evoluci\'on Estelar
de Ginebra y el desarrollado en el Observatorio de La Plata (UNLP).
Comparamos nuestra ley con las leyes propuestas por otros autores.","{'key_000': 'hydrodynamics', 'key_001': 'mass-loss'}",,14,1
2085,Spanish,Presentación mural,MI. Medio Interestelar,Estudio de la qu{\'\i}mica sulfurada en los estadios tempranos de la formaci\'on estelar,"{'name_000': 'S.', 'surname_000': 'Paron', 'name_001': 'M.E.', 'surname_001': 'Ortega', 'name_002': 'N.C.', 'surname_002': 'Martinez', 'name_003': 'A.', 'surname_003': ""\\'Alamo"", 'name_004': 'M.', 'surname_004': 'Brook', 'name_005': 'C.', 'surname_005': 'Carballo', 'name_006': 'T.', 'surname_006': 'Herberling'}","El comportamiento químico del azufre en el medio interestelar (MIE), y
en particular en las regiones densas de las nubes moleculares en donde
se forman las estrellas, aún está lejos de comprenderse. Cuestiones como
cuál es el principal reservorio de azufre en el MIE se encuentran sin
respuesta, y siendo este el sexto elemento biogénico más importante, su
investigación es de gran relevancia. Estudiar moléculas interestelares
con contenido de azufre (moléculas sulfuradas) contribuye a comprender
el comportamiento químico de este elemento en el MIE. Las regiones de
formación estelar en sus fases más tempranas, cuando la química
interestelar compleja comienza a activarse, son sitios propicios para
realizar este tipo de investigaciones. En este trabajo presentamos
resultados en base al análisis de datos obtenidos del Atacama Large
Millimeter Array (ALMA) de la emisión del SO$_{2}$, SO, SO$^{+}$,
$^{34}$SO, H$_{2}$CS, y NS hacia 37 núcleos moleculares densos embebidos
en grumos oscuros y fríos. Finalmente se destaca que para este proyecto
se contó con colaboración de ``ciencia ciudadana''. En nuestro caso lo
denominamos Ciencia Popular (ver: \href{https://interestelariafe.wixsite
.com/mediointerestelar/cienciapop}{https://interestelariafe.wixsite.com/
mediointerestelar/cienciapop}), proyecto que busca que estudiantes y
personas con otras profesiones e interesadas en la astronomía se
involucren en trabajos genuinamente científicos.","{'key_000': 'Stars: formation', 'key_001': 'Stars: protostars', 'key_002': 'ISM: molecules'}",,14,1
2274,English,Presentación mural,AE. Astrof\'isica Estelar,Mass determinations of open clusters with Gaia data,"{'name_000': 'G.I.', 'surname_000': 'Perren', 'name_001': 'M.S.', 'surname_001': 'Pera', 'name_002': 'H.D.', 'surname_002': 'Navone', 'name_003': 'E.E.', 'surname_003': 'Giorgi', 'name_004': 'R.A.', 'surname_004': ""V\\'azquez""}","Open clusters, often defined as a group of tens to thousands of loosely
gravitationally bound stars, serve as fundamental benchmarks for
understanding stellar evolution and dynamics, in addition to being vital
to disentangle the Galactic structure and its chemical enrichment
history. Their total mass is a fundamental property that governs their
dynamical evolution and is one of the most important factors when it
comes to determining their lifetimes as bound groups of stars. The total
mass of clusters and the individual masses of their constituent stars
can also provide crucial insight into the initial mass function of star-
forming regions, as well as the mass distribution within the Milky Way.
Accurate estimations of open cluster masses have long been a challenging
task due mostly to significant uncertainties in the determination of
their member stars, down to the low mass region. The unprecedented
precision of the Gaia mission's astrometric data, including parallax and
proper motion measurements, has enabled accurate determinations of
cluster membership for stars down to a magnitude of $G\approx19$ mag.
This allowed for refined estimations of cluster masses, as presented in
a handful of recent articles. Integrating Gaia data with statistical
methods and stellar population synthesis models, we derive mass
estimations for thousands of open clusters in the vicinity of the Solar
system, including not just the actual mass, but the present-day mass
function and the initial mass, as well as the mass lost via evolutionary
and dynamical effects.",{'key_000': 'Methods: statistical ---  Galaxies: star clusters: general ---  open clusters and associations: general ---  Catalogs'},,10,1
2084,Spanish,Presentación mural,MI. Medio Interestelar,Estudio qu{\'\i}mico de un n\'ucleo molecular activo hacia el objeto estelar joven MSX G030.1981-00.1691,"{'name_000': 'M.', 'surname_000': 'Pina', 'name_001': 'S.', 'surname_001': 'Paron', 'name_002': 'M.E.', 'surname_002': 'Ortega', 'name_003': 'N.C.', 'surname_003': 'Martinez', 'name_004': 'A.', 'surname_004': 'Petriella'}","El objeto estelar joven MSX G030.1981-00.1691 (G30) es un candidato a
protoestrella masiva que posee una luminosidad bolométrica de L $\sim$
$3\times$10$^{4}$ L$_{\odot}$. Esta fuente, ubicada a una distancia de
5.6 kpc, se encuentra en una región muy compleja del medio interestelar,
en donde filamentos de polvo, regiones H\textsc{ii} y abundante gas
molecular parecen estar interactuando. Recientemente hemos descubierto
que G30 se encuentra embebida en un núcleo molecular caliente detectado
a través de la emisión en continuo milimétrico a 1.3 mm con datos del
Atacama Large Millimeter Array (ALMA). En este trabajo, junto a un
análisis multiespectral de la región en donde G30 se encuentra ubicada,
presentamos un estudio de la emisión de moléculas de diversa complejidad
que han sido detectadas con los datos de ALMA hacia el núcleo molecular.
La presencia de dichas moléculas y el estudio de su química asociada
resulta de interés para investigar las distintas etapas por las que
atraviesa una estrella masiva durante su formación.","{'key_000': 'Stars: formation', 'key_001': 'Stars: protostars', 'key_002': 'ISM: molecules'}",,10,1
2190,English,Presentación mural,OCPAE. Objetos Compactos y Procesos de Altas Energ\'ias,Evolution of a black hole gas in a bouncing universe,"{'name_000': 'I.', 'surname_000': 'Pintos', 'name_001': 'D.', 'surname_001': ""P\\'erez"", 'name_002': 'F.L.', 'surname_002': 'Vieyro'}","Bouncing universes are alternative models to the standard cosmological
model ($\Lambda$CDM) that solve the problem of the initial cosmological
singularity present in the $\Lambda$CDM model by construction; the
bounce is preceded by a contraction phase starting from a practically
flat and dilute universe. After the bounce, the universe evolves into
the current expansion stage as described by the $\Lambda$CDM model.
During the contraction, most of the structure of the universe
disappears. However, black holes, as regions of space-time with a
specific curvature, could survive the rebound. The aim of this work is
to study the evolution of a black hole gas in the phases of contraction,
rebound and expansion. To do this, we first analyze the variation of the
black hole mass by accretion of background radiation, evaporation by
Hawking radiation and the dynamics of space-time itself in the three
phases. This in turn allows us to determine whether the black holes
merge given the growth of the event horizon. In addition, we will test
whether the distances between black holes in the contraction phase can
become close enough for binary systems to form, radiate gravitational
energy, and merge. These preliminary results are fundamental because
they will allow us to determine the characteristics of the interaction
between the black hole gas and the cosmological background fluid.","{'key_000': 'black hole physics', 'key_001': 'cosmology: theory', 'key_002': 'cosmology: early Universe'}",,6,1
2174,Spanish,Presentación mural,SH. Sol y Heliosfera,Estimaci\'on del \'angulo de tilt de regiones activas del Ciclo Solar 23,"{'name_000': 'M.', 'surname_000': 'Poisson', 'name_001': 'M.', 'surname_001': ""L\\'opez Fuentes"", 'name_002': 'C.H.', 'surname_002': 'Mandrini', 'name_003': 'P.', 'surname_003': ""D\\'emoulin"", 'name_004': 'F.', 'surname_004': 'Grings'}","Las regiones activas (RAs) son la manifestación fotosférica de la
emergencia de cuerdas de flujo (CFs) magnético formadas en el interior
solar. Estas CFs se identifican en magnetogramas longitudinales como
concentraciones bipolares de campo. El estudio de su evolución permite
mejorar nuestra comprensión de los procesos de acumulación y
reconversión del campo magnético solar incluidos en los modelos de
dínamo actuales. El principal objetivo de estos modelos es la predicción
de los ciclos de actividad solar. En particular, la inclinación de los
bipolos respecto a la dirección ecuatorial, conocida como el ángulo de
tilt, y su distribución espacio-temporal, descripta por la ley de Joy,
es un parámetro fundamental de los modelos semiempíricos de transporte
de flujo que buscan describir la transición de una configuración de
campo toroidal a una poloidal. En este trabajo, revisamos la estimación
del ángulo de tilt de una selección de 125 RAs bipolares del Ciclo Solar
23 utilizando dos metodologías distintas. El primer método, comúnmente
utilizado, calcula el centro de flujo de las polaridades para definir un
eje del bipolo; el segundo utiliza un modelo de CF en emergencia para
modelar los magnetogramas de RAs en emergencia mediante el uso de un
método de inferencia bayesiana. El método bayesiano propone una
corrección de los efectos de proyección presentes durante la fase de
emergencia de las RAs y, por lo tanto, una estimación más precisa de la
inclinación intrínseca de las CFs.","{'key_000': 'Sun: photosphere', 'key_001': 'Sun: magnetic fields', 'key_002': 'methods: statistical'}",,10,1
